day,hour,min,price,inventory,date,timestamp,minute,main_contract,main_volume,main_contract_clean,signal,opti_price,filled_price,benchmark_amount,amount,slippage
44564,4,0,4324.0,-2,2022-01-03,2022-01-03 04:00:00,2022-01-03 04:00:00,VGH22.csv,838,VGH22.csv,-2.0,4325.0,4325.0,8648.0,8650.0,2.0
44564,8,0,4333.0,-3,2022-01-03,2022-01-03 08:00:00,2022-01-03 08:00:00,VGH22.csv,419,VGH22.csv,-1.0,4334.5,4331.5,4333.0,4331.5,-1.5
44565,4,0,4336.5,0,2022-01-04,2022-01-04 04:00:00,2022-01-04 04:00:00,VGH22.csv,286,VGH22.csv,3.0,4335.5,4340.5,13009.5,13021.5,-12.0
44566,4,0,4357.0,-2,2022-01-05,2022-01-05 04:00:00,2022-01-05 04:00:00,VGH22.csv,401,VGH22.csv,-2.0,4358.0,4358.0,8714.0,8716.0,2.0
44566,13,0,4366.5,-3,2022-01-05,2022-01-05 13:00:00,2022-01-05 13:00:00,VGH22.csv,397,VGH22.csv,-1.0,4368.0,4368.0,4366.5,4368.0,1.5
44567,4,0,4316.0,-2,2022-01-06,2022-01-06 04:00:00,2022-01-06 04:00:00,VGH22.csv,802,VGH22.csv,1.0,4315.0,4315.0,4316.0,4315.0,1.0
44567,8,0,4318.5,-1,2022-01-06,2022-01-06 08:00:00,2022-01-06 08:00:00,VGH22.csv,483,VGH22.csv,1.0,4317.5,4317.5,4318.5,4317.5,1.0
44568,4,0,4295.5,1,2022-01-07,2022-01-07 04:00:00,2022-01-07 04:00:00,VGH22.csv,1236,VGH22.csv,2.0,4294.5,4294.5,8591.0,8589.0,2.0
44568,13,0,4295.5,2,2022-01-07,2022-01-07 13:00:00,2022-01-07 13:00:00,VGH22.csv,148,VGH22.csv,1.0,4294.5,4294.5,4295.5,4294.5,1.0
44568,15,45,4292.5,0,2022-01-07,2022-01-07 15:45:00,2022-01-07 15:45:00,VGH22.csv,407,VGH22.csv,-2.0,4293.5,4293.5,8585.0,8587.0,2.0
44571,4,0,4278.5,2,2022-01-10,2022-01-10 04:00:00,2022-01-10 04:00:00,VGH22.csv,443,VGH22.csv,2.0,4277.5,4277.5,8557.0,8555.0,2.0
44571,8,0,4258.0,4,2022-01-10,2022-01-10 08:00:00,2022-01-10 08:00:00,VGH22.csv,947,VGH22.csv,2.0,4257.0,4257.0,8516.0,8514.0,2.0
44571,13,0,4231.0,6,2022-01-10,2022-01-10 13:00:00,2022-01-10 13:00:00,VGH22.csv,540,VGH22.csv,2.0,4230.0,4235.5,8462.0,8471.0,-9.0
44572,4,0,4270.0,5,2022-01-11,2022-01-11 04:00:00,2022-01-11 04:00:00,VGH22.csv,1083,VGH22.csv,-1.0,4271.0,4271.0,4270.0,4271.0,1.0
44572,8,0,4270.5,3,2022-01-11,2022-01-11 08:00:00,2022-01-11 08:00:00,VGH22.csv,682,VGH22.csv,-2.0,4271.5,4271.5,8541.0,8543.0,2.0
44572,13,0,4283.0,1,2022-01-11,2022-01-11 13:00:00,2022-01-11 13:00:00,VGH22.csv,162,VGH22.csv,-2.0,4284.0,4279.0,8566.0,8558.0,-8.0
44573,4,0,4282.0,2,2022-01-12,2022-01-12 04:00:00,2022-01-12 04:00:00,VGH22.csv,535,VGH22.csv,1.0,4281.0,4291.0,4282.0,4291.0,-9.0
44575,4,0,4262.5,1,2022-01-14,2022-01-14 04:00:00,2022-01-14 04:00:00,VGH22.csv,922,VGH22.csv,-1.0,4264.0,4264.0,4262.5,4264.0,1.5
44575,13,0,4253.5,3,2022-01-14,2022-01-14 13:00:00,2022-01-14 13:00:00,VGH22.csv,110,VGH22.csv,2.0,4252.5,4252.5,8507.0,8505.0,2.0
44575,15,45,4281.5,0,2022-01-14,2022-01-14 15:45:00,2022-01-14 15:45:00,VGH22.csv,447,VGH22.csv,-3.0,4282.5,4282.5,12844.5,12847.5,3.0
44579,4,0,4242.0,2,2022-01-18,2022-01-18 04:00:00,2022-01-18 04:00:00,VGH22.csv,938,VGH22.csv,2.0,4241.0,4241.0,8484.0,8482.0,2.0
44579,8,0,4255.5,4,2022-01-18,2022-01-18 08:00:00,2022-01-18 08:00:00,VGH22.csv,689,VGH22.csv,2.0,4254.5,4254.5,8511.0,8509.0,2.0
44579,13,0,4239.0,6,2022-01-18,2022-01-18 13:00:00,2022-01-18 13:00:00,VGH22.csv,162,VGH22.csv,2.0,4238.0,4238.0,8478.0,8476.0,2.0
44580,4,0,4255.5,3,2022-01-19,2022-01-19 04:00:00,2022-01-19 04:00:00,VGH22.csv,1448,VGH22.csv,-3.0,4256.5,4256.5,12766.5,12769.5,3.0
44580,8,0,4273.0,0,2022-01-19,2022-01-19 08:00:00,2022-01-19 08:00:00,VGH22.csv,197,VGH22.csv,-3.0,4274.0,4274.0,12819.0,12822.0,3.0
44580,13,0,4272.0,-2,2022-01-19,2022-01-19 13:00:00,2022-01-19 13:00:00,VGH22.csv,272,VGH22.csv,-2.0,4273.0,4273.0,8544.0,8546.0,2.0
44581,4,0,4251.0,-1,2022-01-20,2022-01-20 04:00:00,2022-01-20 04:00:00,VGH22.csv,261,VGH22.csv,1.0,4250.0,4250.0,4251.0,4250.0,1.0
44582,4,0,4231.5,1,2022-01-21,2022-01-21 04:00:00,2022-01-21 04:00:00,VGH22.csv,2235,VGH22.csv,2.0,4230.5,4230.5,8463.0,8461.0,2.0
44582,8,0,4209.0,4,2022-01-21,2022-01-21 08:00:00,2022-01-21 08:00:00,VGH22.csv,1459,VGH22.csv,3.0,4208.0,4208.0,12627.0,12624.0,3.0
44582,13,0,4191.5,5,2022-01-21,2022-01-21 13:00:00,2022-01-21 13:00:00,VGH22.csv,684,VGH22.csv,1.0,4190.5,4190.5,4191.5,4190.5,1.0
44582,15,45,4179.5,0,2022-01-21,2022-01-21 15:45:00,2022-01-21 15:45:00,VGH22.csv,334,VGH22.csv,-5.0,4180.5,4180.5,20897.5,20902.5,5.0
44585,8,0,4120.0,2,2022-01-24,2022-01-24 08:00:00,2022-01-24 08:00:00,VGH22.csv,2454,VGH22.csv,2.0,4119.0,4119.0,8240.0,8238.0,2.0
44585,13,0,4030.5,4,2022-01-24,2022-01-24 13:00:00,2022-01-24 13:00:00,VGH22.csv,872,VGH22.csv,2.0,4029.5,4029.5,8061.0,8059.0,2.0
44586,4,0,4068.0,5,2022-01-25,2022-01-25 04:00:00,2022-01-25 04:00:00,VGH22.csv,1192,VGH22.csv,1.0,4067.0,4067.0,4068.0,4067.0,1.0
44587,8,0,4167.5,3,2022-01-26,2022-01-26 08:00:00,2022-01-26 08:00:00,VGH22.csv,570,VGH22.csv,-2.0,4169.0,4169.0,8335.0,8338.0,3.0
44587,13,0,4169.5,2,2022-01-26,2022-01-26 13:00:00,2022-01-26 13:00:00,VGH22.csv,445,VGH22.csv,-1.0,4171.0,4159.5,4169.5,4159.5,-10.0
44588,8,0,4150.0,3,2022-01-27,2022-01-27 08:00:00,2022-01-27 08:00:00,VGH22.csv,415,VGH22.csv,1.0,4149.0,4149.0,4150.0,4149.0,1.0
44588,13,0,4157.5,4,2022-01-27,2022-01-27 13:00:00,2022-01-27 13:00:00,VGH22.csv,312,VGH22.csv,1.0,4156.5,4156.5,4157.5,4156.5,1.0
44589,8,0,4070.5,5,2022-01-28,2022-01-28 08:00:00,2022-01-28 08:00:00,VGH22.csv,1999,VGH22.csv,1.0,4069.5,4069.5,4070.5,4069.5,1.0
44589,15,45,4145.0,0,2022-01-28,2022-01-28 15:45:00,2022-01-28 15:45:00,VGH22.csv,475,VGH22.csv,-5.0,4146.0,4146.0,20725.0,20730.0,5.0
44592,4,0,4185.5,1,2022-01-31,2022-01-31 04:00:00,2022-01-31 04:00:00,VGH22.csv,967,VGH22.csv,1.0,4184.5,4184.5,4185.5,4184.5,1.0
44592,8,0,4144.5,2,2022-01-31,2022-01-31 08:00:00,2022-01-31 08:00:00,VGH22.csv,775,VGH22.csv,1.0,4143.5,4143.5,4144.5,4143.5,1.0
44592,13,0,4178.5,3,2022-01-31,2022-01-31 13:00:00,2022-01-31 13:00:00,VGH22.csv,281,VGH22.csv,1.0,4177.5,4177.5,4178.5,4177.5,1.0
